"Year","Category","Nominee","Won"
1961,"ACTRESS IN A LEADING ROLE","The Hustler","no"
1961,"ACTRESS IN A LEADING ROLE","Two Women","yes"
1961,"ACTRESS IN A LEADING ROLE","Summer and Smoke","no"
1961,"ACTRESS IN A LEADING ROLE","Splendor in the Grass","no"
1961,"ACTRESS IN A SUPPORTING ROLE","The Children's Hour","no"
1961,"ACTRESS IN A SUPPORTING ROLE","Judgment at Nuremberg","no"
1961,"ACTRESS IN A SUPPORTING ROLE","The Roman Spring of Mrs. Stone","no"
1961,"ACTRESS IN A SUPPORTING ROLE","Summer and Smoke","no"
1961,"ACTRESS IN A SUPPORTING ROLE","West Side Story","yes"
1961,"DIRECTING","The Guns of Navarone","no"
1961,"DIRECTING","The Hustler","no"
1961,"DIRECTING","Judgment at Nuremberg","no"
1961,"DIRECTING","La Dolce Vita","no"
1961,"DIRECTING","West Side Story","yes"
1961,"FILM EDITING","Fanny","no"
1961,"FILM EDITING","The Guns of Navarone","no"
1961,"FILM EDITING","Judgment at Nuremberg","no"
1961,"FILM EDITING","The Parent Trap","no"
1961,"FILM EDITING","West Side Story","yes"
1961,"BEST PICTURE","Fanny","no"
1961,"BEST PICTURE","The Guns of Navarone","no"
1961,"BEST PICTURE","The Hustler","no"
1961,"BEST PICTURE","Judgment at Nuremberg","no"
1961,"BEST PICTURE","West Side Story","yes"
1962,"ACTOR IN A LEADING ROLE","Birdman of Alcatraz","no"
1962,"ACTOR IN A LEADING ROLE","Days of Wine and Roses","no"
1962,"ACTOR IN A LEADING ROLE","Divorce--Italian Style","no"
1962,"ACTOR IN A LEADING ROLE","Lawrence of Arabia","no"
1962,"ACTOR IN A LEADING ROLE","To Kill a Mockingbird","yes"
1962,"ACTOR IN A SUPPORTING ROLE","Sweet Bird of Youth","yes"
1962,"ACTOR IN A SUPPORTING ROLE","What Ever Happened to Baby Jane?","no"
1962,"ACTOR IN A SUPPORTING ROLE","Birdman of Alcatraz","no"
1962,"ACTOR IN A SUPPORTING ROLE","Lawrence of Arabia","no"
1962,"ACTOR IN A SUPPORTING ROLE","Billy Budd","no"
1962,"ACTRESS IN A LEADING ROLE","The Miracle Worker","yes"
1962,"ACTRESS IN A LEADING ROLE","What Ever Happened to Baby Jane?","no"
1962,"ACTRESS IN A LEADING ROLE","Long Day's Journey into Night","no"
1962,"ACTRESS IN A LEADING ROLE","Sweet Bird of Youth","no"
1962,"ACTRESS IN A LEADING ROLE","Days of Wine and Roses","no"
1962,"ACTRESS IN A SUPPORTING ROLE","To Kill a Mockingbird","no"
1962,"ACTRESS IN A SUPPORTING ROLE","The Miracle Worker","yes"
1962,"ACTRESS IN A SUPPORTING ROLE","Sweet Bird of Youth","no"
1962,"ACTRESS IN A SUPPORTING ROLE","The Manchurian Candidate","no"
1962,"ACTRESS IN A SUPPORTING ROLE","Birdman of Alcatraz","no"
1962,"DIRECTING","David and Lisa","no"
1962,"DIRECTING","Divorce--Italian Style","no"
1962,"DIRECTING","Lawrence of Arabia","yes"
1962,"DIRECTING","The Miracle Worker","no"
1962,"DIRECTING","To Kill a Mockingbird","no"
1962,"FILM EDITING","Lawrence of Arabia","yes"
1962,"FILM EDITING","The Longest Day","no"
1962,"FILM EDITING","The Manchurian Candidate","no"
1962,"FILM EDITING","Meredith Willson's The Music Man","no"
1962,"FILM EDITING","Mutiny on the Bounty","no"
1962,"BEST PICTURE","Lawrence of Arabia","yes"
1962,"BEST PICTURE","The Longest Day","no"
1962,"BEST PICTURE","Meredith Willson's The Music Man","no"
1962,"BEST PICTURE","Mutiny on the Bounty","no"
1962,"BEST PICTURE","To Kill a Mockingbird","no"
1963,"ACTOR IN A LEADING ROLE","Tom Jones","no"
1963,"ACTOR IN A LEADING ROLE","This Sporting Life","no"
1963,"ACTOR IN A LEADING ROLE","Cleopatra","no"
1963,"ACTOR IN A LEADING ROLE","Hud","no"
1963,"ACTOR IN A LEADING ROLE","Lilies of the Field","yes"
1963,"ACTOR IN A SUPPORTING ROLE","Twilight of Honor","no"
1963,"ACTOR IN A SUPPORTING ROLE","Captain Newman; M.D.","no"
1963,"ACTOR IN A SUPPORTING ROLE","Hud","yes"
1963,"ACTOR IN A SUPPORTING ROLE","Tom Jones","no"
1963,"ACTOR IN A SUPPORTING ROLE","The Cardinal","no"
1963,"ACTRESS IN A LEADING ROLE","The L-Shaped Room","no"
1963,"ACTRESS IN A LEADING ROLE","Irma La Douce","no"
1963,"ACTRESS IN A LEADING ROLE","Hud","yes"
1963,"ACTRESS IN A LEADING ROLE","This Sporting Life","no"
1963,"ACTRESS IN A LEADING ROLE","Love with the Proper Stranger","no"
1963,"ACTRESS IN A SUPPORTING ROLE","Tom Jones","no"
1963,"ACTRESS IN A SUPPORTING ROLE","Tom Jones","no"
1963,"ACTRESS IN A SUPPORTING ROLE","Tom Jones","no"
1963,"ACTRESS IN A SUPPORTING ROLE","The V.I.P.s","yes"
1963,"ACTRESS IN A SUPPORTING ROLE","Lilies of the Field","no"
1963,"DIRECTING","America America","no"
1963,"DIRECTING","The Cardinal","no"
1963,"DIRECTING","Federico Fellini's 8-1/2","no"
1963,"DIRECTING","Hud","no"
1963,"DIRECTING","Tom Jones","yes"
1963,"FILM EDITING","The Cardinal","no"
1963,"FILM EDITING","Cleopatra","no"
1963,"FILM EDITING","The Great Escape","no"
1963,"FILM EDITING","How the West Was Won","yes"
1963,"FILM EDITING","It's a Mad; Mad; Mad; Mad World","no"
1963,"BEST PICTURE","America America","no"
1963,"BEST PICTURE","Cleopatra","no"
1963,"BEST PICTURE","How the West Was Won","no"
1963,"BEST PICTURE","Lilies of the Field","no"
1963,"BEST PICTURE","Tom Jones","yes"
1964,"ACTOR IN A LEADING ROLE","Becket","no"
1964,"ACTOR IN A LEADING ROLE","My Fair Lady","yes"
1964,"ACTOR IN A LEADING ROLE","Becket","no"
1964,"ACTOR IN A LEADING ROLE","Zorba the Greek","no"
1964,"ACTOR IN A LEADING ROLE","Dr. Strangelove or: How I Learned to Stop Worrying","no"
1964,"ACTOR IN A SUPPORTING ROLE","Becket","no"
1964,"ACTOR IN A SUPPORTING ROLE","My Fair Lady","no"
1964,"ACTOR IN A SUPPORTING ROLE","Seven Days in May","no"
1964,"ACTOR IN A SUPPORTING ROLE","The Best Man","no"
1964,"ACTOR IN A SUPPORTING ROLE","Topkapi","yes"
1964,"ACTRESS IN A LEADING ROLE","Mary Poppins","yes"
1964,"ACTRESS IN A LEADING ROLE","The Pumpkin Eater","no"
1964,"ACTRESS IN A LEADING ROLE","Marriage Italian Style","no"
1964,"ACTRESS IN A LEADING ROLE","The Unsinkable Molly Brown","no"
1964,"ACTRESS IN A LEADING ROLE","Seance on a Wet Afternoon","no"
1964,"ACTRESS IN A SUPPORTING ROLE","My Fair Lady","no"
1964,"ACTRESS IN A SUPPORTING ROLE","The Chalk Garden","no"
1964,"ACTRESS IN A SUPPORTING ROLE","The Night of the Iguana","no"
1964,"ACTRESS IN A SUPPORTING ROLE","Zorba the Greek","yes"
1964,"ACTRESS IN A SUPPORTING ROLE","Hush...Hush; Sweet Charlotte","no"
1964,"DIRECTING","Becket","no"
1964,"DIRECTING","Dr. Strangelove or: How I Learned to Stop Worrying","no"
1964,"DIRECTING","Mary Poppins","no"
1964,"DIRECTING","My Fair Lady","yes"
1964,"DIRECTING","Zorba the Greek","no"
1964,"FILM EDITING","Becket","no"
1964,"FILM EDITING","Father Goose","no"
1964,"FILM EDITING","Hush...Hush; Sweet Charlotte","no"
1964,"FILM EDITING","Mary Poppins","yes"
1964,"FILM EDITING","My Fair Lady","no"
1964,"BEST PICTURE","Becket","no"
1964,"BEST PICTURE","Dr. Strangelove or: How I Learned to Stop Worrying","no"
1964,"BEST PICTURE","Mary Poppins","no"
1964,"BEST PICTURE","My Fair Lady","yes"
1964,"BEST PICTURE","Zorba the Greek","no"
1965,"ACTOR IN A LEADING ROLE","The Spy Who Came In from the Cold","no"
1965,"ACTOR IN A LEADING ROLE","Cat Ballou","yes"
1965,"ACTOR IN A LEADING ROLE","Othello","no"
1965,"ACTOR IN A LEADING ROLE","The Pawnbroker","no"
1965,"ACTOR IN A LEADING ROLE","Ship of Fools","no"
1965,"ACTOR IN A SUPPORTING ROLE","A Thousand Clowns","yes"
1965,"ACTOR IN A SUPPORTING ROLE","The Flight of the Phoenix","no"
1965,"ACTOR IN A SUPPORTING ROLE","Doctor Zhivago","no"
1965,"ACTOR IN A SUPPORTING ROLE","Ship of Fools","no"
1965,"ACTOR IN A SUPPORTING ROLE","Othello","no"
1965,"ACTRESS IN A LEADING ROLE","The Sound of Music","no"
1965,"ACTRESS IN A LEADING ROLE","Darling","yes"
1965,"ACTRESS IN A LEADING ROLE","The Collector","no"
1965,"ACTRESS IN A LEADING ROLE","A Patch of Blue","no"
1965,"ACTRESS IN A LEADING ROLE","Ship of Fools","no"
1965,"ACTRESS IN A SUPPORTING ROLE","Inside Daisy Clover","no"
1965,"ACTRESS IN A SUPPORTING ROLE","Othello","no"
1965,"ACTRESS IN A SUPPORTING ROLE","Othello","no"
1965,"ACTRESS IN A SUPPORTING ROLE","A Patch of Blue","yes"
1965,"ACTRESS IN A SUPPORTING ROLE","The Sound of Music","no"
1965,"DIRECTING","The Collector","no"
1965,"DIRECTING","Darling","no"
1965,"DIRECTING","Doctor Zhivago","no"
1965,"DIRECTING","The Sound of Music","yes"
1965,"DIRECTING","Woman in the Dunes","no"
1965,"FILM EDITING","Cat Ballou","no"
1965,"FILM EDITING","Doctor Zhivago","no"
1965,"FILM EDITING","The Flight of the Phoenix","no"
1965,"FILM EDITING","The Great Race","no"
1965,"FILM EDITING","The Sound of Music","yes"
1965,"BEST PICTURE","Darling","no"
1965,"BEST PICTURE","Doctor Zhivago","no"
1965,"BEST PICTURE","Ship of Fools","no"
1965,"BEST PICTURE","The Sound of Music","yes"
1965,"BEST PICTURE","A Thousand Clowns","no"
1966,"ACTOR IN A LEADING ROLE","The Russians Are Coming The Russians Are Coming","no"
1966,"ACTOR IN A LEADING ROLE","Who's Afraid of Virginia Woolf?","no"
1966,"ACTOR IN A LEADING ROLE","Alfie","no"
1966,"ACTOR IN A LEADING ROLE","The Sand Pebbles","no"
1966,"ACTOR IN A LEADING ROLE","A Man for All Seasons","yes"
1966,"ACTOR IN A SUPPORTING ROLE","The Sand Pebbles","no"
1966,"ACTOR IN A SUPPORTING ROLE","Georgy Girl","no"
1966,"ACTOR IN A SUPPORTING ROLE","The Fortune Cookie","yes"
1966,"ACTOR IN A SUPPORTING ROLE","Who's Afraid of Virginia Woolf?","no"
1966,"ACTOR IN A SUPPORTING ROLE","A Man for All Seasons","no"
1966,"ACTRESS IN A LEADING ROLE","A Man and a Woman","no"
1966,"ACTRESS IN A LEADING ROLE","The Shop on Main Street","no"
1966,"ACTRESS IN A LEADING ROLE","Georgy Girl","no"
1966,"ACTRESS IN A LEADING ROLE","Morgan!","no"
1966,"ACTRESS IN A LEADING ROLE","Who's Afraid of Virginia Woolf?","yes"
1966,"ACTRESS IN A SUPPORTING ROLE","Who's Afraid of Virginia Woolf?","yes"
1966,"ACTRESS IN A SUPPORTING ROLE","A Man for All Seasons","no"
1966,"ACTRESS IN A SUPPORTING ROLE","Hawaii","no"
1966,"ACTRESS IN A SUPPORTING ROLE","Alfie","no"
1966,"ACTRESS IN A SUPPORTING ROLE","You're a Big Boy Now","no"
1966,"DIRECTING","Blow-Up","no"
1966,"DIRECTING","A Man and a Woman","no"
1966,"DIRECTING","A Man for All Seasons","yes"
1966,"DIRECTING","The Professionals","no"
1966,"DIRECTING","Who's Afraid of Virginia Woolf?","no"
1966,"FILM EDITING","Fantastic Voyage","no"
1966,"FILM EDITING","Grand Prix","yes"
1966,"FILM EDITING","The Russians Are Coming The Russians Are Coming","no"
1966,"FILM EDITING","The Sand Pebbles","no"
1966,"FILM EDITING","Who's Afraid of Virginia Woolf?","no"
1966,"BEST PICTURE","Alfie","no"
1966,"BEST PICTURE","A Man for All Seasons","yes"
1966,"BEST PICTURE","The Russians Are Coming The Russians Are Coming","no"
1966,"BEST PICTURE","The Sand Pebbles","no"
1966,"BEST PICTURE","Who's Afraid of Virginia Woolf?","no"
1967,"ACTOR IN A LEADING ROLE","Bonnie and Clyde","no"
1967,"ACTOR IN A LEADING ROLE","The Graduate","no"
1967,"ACTOR IN A LEADING ROLE","Cool Hand Luke","no"
1967,"ACTOR IN A LEADING ROLE","In the Heat of the Night","yes"
1967,"ACTOR IN A LEADING ROLE","Guess Who's Coming to Dinner","no"
1967,"ACTOR IN A SUPPORTING ROLE","The Dirty Dozen","no"
1967,"ACTOR IN A SUPPORTING ROLE","Bonnie and Clyde","no"
1967,"ACTOR IN A SUPPORTING ROLE","Guess Who's Coming to Dinner","no"
1967,"ACTOR IN A SUPPORTING ROLE","Cool Hand Luke","yes"
1967,"ACTOR IN A SUPPORTING ROLE","Bonnie and Clyde","no"
1967,"ACTRESS IN A LEADING ROLE","The Graduate","no"
1967,"ACTRESS IN A LEADING ROLE","Bonnie and Clyde","no"
1967,"ACTRESS IN A LEADING ROLE","The Whisperers","no"
1967,"ACTRESS IN A LEADING ROLE","Wait until Dark","no"
1967,"ACTRESS IN A LEADING ROLE","Guess Who's Coming to Dinner","yes"
1967,"ACTRESS IN A SUPPORTING ROLE","Thoroughly Modern Millie","no"
1967,"ACTRESS IN A SUPPORTING ROLE","Barefoot in the Park","no"
1967,"ACTRESS IN A SUPPORTING ROLE","Bonnie and Clyde","yes"
1967,"ACTRESS IN A SUPPORTING ROLE","Guess Who's Coming to Dinner","no"
1967,"ACTRESS IN A SUPPORTING ROLE","The Graduate","no"
1967,"CINEMATOGRAPHY","Bonnie and Clyde","yes"
1967,"CINEMATOGRAPHY","Camelot","no"
1967,"CINEMATOGRAPHY","Doctor Dolittle","no"
1967,"CINEMATOGRAPHY","The Graduate","no"
1967,"CINEMATOGRAPHY","In Cold Blood","no"
1967,"COSTUME DESIGN","Bonnie and Clyde","no"
1967,"COSTUME DESIGN","Camelot","yes"
1967,"COSTUME DESIGN","The Happiest Millionaire","no"
1967,"COSTUME DESIGN","The Taming of the Shrew","no"
1967,"COSTUME DESIGN","Thoroughly Modern Millie","no"
1967,"DIRECTING","Bonnie and Clyde","no"
1967,"DIRECTING","The Graduate","yes"
1967,"DIRECTING","Guess Who's Coming to Dinner","no"
1967,"DIRECTING","In Cold Blood","no"
1967,"DIRECTING","In the Heat of the Night","no"
1967,"FILM EDITING","Beach Red","no"
1967,"FILM EDITING","The Dirty Dozen","no"
1967,"FILM EDITING","Doctor Dolittle","no"
1967,"FILM EDITING","Guess Who's Coming to Dinner","no"
1967,"FILM EDITING","In the Heat of the Night","yes"
1967,"BEST PICTURE","Bonnie and Clyde","no"
1967,"BEST PICTURE","Doctor Dolittle","no"
1967,"BEST PICTURE","The Graduate","no"
1967,"BEST PICTURE","Guess Who's Coming to Dinner","no"
1967,"BEST PICTURE","In the Heat of the Night","yes"
1968,"ACTOR IN A LEADING ROLE","The Heart Is a Lonely Hunter","no"
1968,"ACTOR IN A LEADING ROLE","The Fixer","no"
1968,"ACTOR IN A LEADING ROLE","Oliver!","no"
1968,"ACTOR IN A LEADING ROLE","The Lion in Winter","no"
1968,"ACTOR IN A LEADING ROLE","Charly","yes"
1968,"ACTOR IN A SUPPORTING ROLE","The Subject Was Roses","yes"
1968,"ACTOR IN A SUPPORTING ROLE","Faces","no"
1968,"ACTOR IN A SUPPORTING ROLE","Star!","no"
1968,"ACTOR IN A SUPPORTING ROLE","Oliver!","no"
1968,"ACTOR IN A SUPPORTING ROLE","The Producers","no"
1968,"ACTRESS IN A LEADING ROLE","The Lion in Winter","yes"
1968,"ACTRESS IN A LEADING ROLE",NA,"no"
1968,"ACTRESS IN A LEADING ROLE","The Subject Was Roses","no"
1968,"ACTRESS IN A LEADING ROLE","Isadora","no"
1968,"ACTRESS IN A LEADING ROLE","Funny Girl","yes"
1968,"ACTRESS IN A LEADING ROLE",NA,"no"
1968,"ACTRESS IN A LEADING ROLE","Rachel; Rachel","no"
1968,"ACTRESS IN A SUPPORTING ROLE","Faces","no"
1968,"ACTRESS IN A SUPPORTING ROLE","Rosemary's Baby","yes"
1968,"ACTRESS IN A SUPPORTING ROLE","The Heart Is a Lonely Hunter","no"
1968,"ACTRESS IN A SUPPORTING ROLE","Funny Girl","no"
1968,"ACTRESS IN A SUPPORTING ROLE","Rachel; Rachel","no"
1968,"CINEMATOGRAPHY","Funny Girl","no"
1968,"CINEMATOGRAPHY","Ice Station Zebra","no"
1968,"CINEMATOGRAPHY","Oliver!","no"
1968,"CINEMATOGRAPHY","Romeo and Juliet","yes"
1968,"CINEMATOGRAPHY","Star!","no"
1968,"COSTUME DESIGN","The Lion in Winter","no"
1968,"COSTUME DESIGN","Oliver!","no"
1968,"COSTUME DESIGN","Planet of the Apes","no"
1968,"COSTUME DESIGN","Romeo and Juliet","yes"
1968,"COSTUME DESIGN","Star!","no"
1968,"DIRECTING","The Battle of Algiers","no"
1968,"DIRECTING","The Lion in Winter","no"
1968,"DIRECTING","Oliver!","yes"
1968,"DIRECTING","Romeo and Juliet","no"
1968,"DIRECTING","2001: A Space Odyssey","no"
1968,"FILM EDITING","Bullitt","yes"
1968,"FILM EDITING","Funny Girl","no"
1968,"FILM EDITING","The Odd Couple","no"
1968,"FILM EDITING","Oliver!","no"
1968,"FILM EDITING","Wild in the Streets","no"
1968,"BEST PICTURE","Funny Girl","no"
1968,"BEST PICTURE","The Lion in Winter","no"
1968,"BEST PICTURE","Oliver!","yes"
1968,"BEST PICTURE","Rachel; Rachel","no"
1968,"BEST PICTURE","Romeo and Juliet","no"
1969,"ACTOR IN A LEADING ROLE","Anne of the Thousand Days","no"
1969,"ACTOR IN A LEADING ROLE","Midnight Cowboy","no"
1969,"ACTOR IN A LEADING ROLE","Goodbye; Mr. Chips","no"
1969,"ACTOR IN A LEADING ROLE","Midnight Cowboy","no"
1969,"ACTOR IN A LEADING ROLE","True Grit","yes"
1969,"ACTOR IN A SUPPORTING ROLE","The Reivers","no"
1969,"ACTOR IN A SUPPORTING ROLE","Bob & Carol & Ted & Alice","no"
1969,"ACTOR IN A SUPPORTING ROLE","Easy Rider","no"
1969,"ACTOR IN A SUPPORTING ROLE","Anne of the Thousand Days","no"
1969,"ACTOR IN A SUPPORTING ROLE","They Shoot Horses; Don't They?","yes"
1969,"ACTRESS IN A LEADING ROLE","Anne of the Thousand Days","no"
1969,"ACTRESS IN A LEADING ROLE","They Shoot Horses; Don't They?","no"
1969,"ACTRESS IN A LEADING ROLE","The Sterile Cuckoo","no"
1969,"ACTRESS IN A LEADING ROLE","The Happy Ending","no"
1969,"ACTRESS IN A LEADING ROLE","The Prime of Miss Jean Brodie","yes"
1969,"ACTRESS IN A SUPPORTING ROLE","Last Summer","no"
1969,"ACTRESS IN A SUPPORTING ROLE","Bob & Carol & Ted & Alice","no"
1969,"ACTRESS IN A SUPPORTING ROLE","Cactus Flower","yes"
1969,"ACTRESS IN A SUPPORTING ROLE","Midnight Cowboy","no"
1969,"ACTRESS IN A SUPPORTING ROLE","They Shoot Horses; Don't They?","no"
1969,"CINEMATOGRAPHY","Anne of the Thousand Days","no"
1969,"CINEMATOGRAPHY","Bob & Carol & Ted & Alice","no"
1969,"CINEMATOGRAPHY","Butch Cassidy and the Sundance Kid","yes"
1969,"CINEMATOGRAPHY","Hello; Dolly!","no"
1969,"CINEMATOGRAPHY","Marooned","no"
1969,"COSTUME DESIGN","Anne of the Thousand Days","yes"
1969,"COSTUME DESIGN","Gaily; Gaily","no"
1969,"COSTUME DESIGN","Hello; Dolly!","no"
1969,"COSTUME DESIGN","Sweet Charity","no"
1969,"COSTUME DESIGN","They Shoot Horses; Don't They?","no"
1969,"DIRECTING","Alice's Restaurant","no"
1969,"DIRECTING","Butch Cassidy and the Sundance Kid","no"
1969,"DIRECTING","Midnight Cowboy","yes"
1969,"DIRECTING","They Shoot Horses; Don't They?","no"
1969,"DIRECTING","Z","no"
1969,"FILM EDITING","Hello; Dolly!","no"
1969,"FILM EDITING","Midnight Cowboy","no"
1969,"FILM EDITING","The Secret of Santa Vittoria","no"
1969,"FILM EDITING","They Shoot Horses; Don't They?","no"
1969,"FILM EDITING","Z","yes"
1969,"BEST PICTURE","Anne of the Thousand Days","no"
1969,"BEST PICTURE","Butch Cassidy and the Sundance Kid","no"
1969,"BEST PICTURE","Hello; Dolly!","no"
1969,"BEST PICTURE","Midnight Cowboy","yes"
1969,"BEST PICTURE","Z","no"
1970,"ACTOR IN A LEADING ROLE","I Never Sang for My Father","no"
1970,"ACTOR IN A LEADING ROLE","The Great White Hope","no"
1970,"ACTOR IN A LEADING ROLE","Five Easy Pieces","no"
1970,"ACTOR IN A LEADING ROLE","Love Story","no"
1970,"ACTOR IN A LEADING ROLE","Patton","yes"
1970,"ACTOR IN A LEADING ROLE",NA,"no"
1970,"ACTOR IN A SUPPORTING ROLE","Lovers and Other Strangers","no"
1970,"ACTOR IN A SUPPORTING ROLE","Little Big Man","no"
1970,"ACTOR IN A SUPPORTING ROLE","I Never Sang for My Father","no"
1970,"ACTOR IN A SUPPORTING ROLE","Love Story","no"
1970,"ACTOR IN A SUPPORTING ROLE","Ryan's Daughter","yes"
1970,"ACTRESS IN A LEADING ROLE","The Great White Hope","no"
1970,"ACTRESS IN A LEADING ROLE","Women in Love","yes"
1970,"ACTRESS IN A LEADING ROLE","Love Story","no"
1970,"ACTRESS IN A LEADING ROLE","Ryan's Daughter","no"
1970,"ACTRESS IN A LEADING ROLE","Diary of a Mad Housewife","no"
1970,"ACTRESS IN A SUPPORTING ROLE","Five Easy Pieces","no"
1970,"ACTRESS IN A SUPPORTING ROLE","The Landlord","no"
1970,"ACTRESS IN A SUPPORTING ROLE","Airport","yes"
1970,"ACTRESS IN A SUPPORTING ROLE","M*A*S*H","no"
1970,"ACTRESS IN A SUPPORTING ROLE","Airport","no"
1970,"CINEMATOGRAPHY","Airport","no"
1970,"CINEMATOGRAPHY","Patton","no"
1970,"CINEMATOGRAPHY","Ryan's Daughter","yes"
1970,"CINEMATOGRAPHY","Tora! Tora! Tora!","no"
1970,"CINEMATOGRAPHY","Women in Love","no"
1970,"COSTUME DESIGN","Airport","no"
1970,"COSTUME DESIGN","Cromwell","yes"
1970,"COSTUME DESIGN","Darling Lili","no"
1970,"COSTUME DESIGN","The Hawaiians","no"
1970,"COSTUME DESIGN","Scrooge","no"
1970,"DIRECTING","Fellini Satyricon","no"
1970,"DIRECTING","Love Story","no"
1970,"DIRECTING","M*A*S*H","no"
1970,"DIRECTING","Patton","yes"
1970,"DIRECTING","Women in Love","no"
1970,"FILM EDITING","Airport","no"
1970,"FILM EDITING","M*A*S*H","no"
1970,"FILM EDITING","Patton","yes"
1970,"FILM EDITING","Tora! Tora! Tora!","no"
1970,"FILM EDITING","Woodstock","no"
1970,"BEST PICTURE","Airport","no"
1970,"BEST PICTURE","Five Easy Pieces","no"
1970,"BEST PICTURE","Love Story","no"
1970,"BEST PICTURE","M*A*S*H","no"
1970,"BEST PICTURE","Patton","yes"
1971,"ACTOR IN A LEADING ROLE","Sunday Bloody Sunday","no"
1971,"ACTOR IN A LEADING ROLE","The French Connection","yes"
1971,"ACTOR IN A LEADING ROLE","Kotch","no"
1971,"ACTOR IN A LEADING ROLE","The Hospital","no"
1971,"ACTOR IN A LEADING ROLE","Fiddler on the Roof","no"
1971,"ACTOR IN A SUPPORTING ROLE","The Last Picture Show","no"
1971,"ACTOR IN A SUPPORTING ROLE","Fiddler on the Roof","no"
1971,"ACTOR IN A SUPPORTING ROLE","Sometimes a Great Notion","no"
1971,"ACTOR IN A SUPPORTING ROLE","The Last Picture Show","yes"
1971,"ACTOR IN A SUPPORTING ROLE","The French Connection","no"
1971,"ACTRESS IN A LEADING ROLE","McCabe & Mrs. Miller","no"
1971,"ACTRESS IN A LEADING ROLE","Klute","yes"
1971,"ACTRESS IN A LEADING ROLE","Sunday Bloody Sunday","no"
1971,"ACTRESS IN A LEADING ROLE","Mary; Queen of Scots","no"
1971,"ACTRESS IN A LEADING ROLE","Nicholas and Alexandra","no"
1971,"ACTRESS IN A SUPPORTING ROLE","Carnal Knowledge","no"
1971,"ACTRESS IN A SUPPORTING ROLE","The Last Picture Show","no"
1971,"ACTRESS IN A SUPPORTING ROLE","Who Is Harry Kellerman and Why Is He Saying Those","no"
1971,"ACTRESS IN A SUPPORTING ROLE","The Last Picture Show","yes"
1971,"ACTRESS IN A SUPPORTING ROLE","The Go-Between","no"
1971,"CINEMATOGRAPHY","Fiddler on the Roof","yes"
1971,"CINEMATOGRAPHY","The French Connection","no"
1971,"CINEMATOGRAPHY","The Last Picture Show","no"
1971,"CINEMATOGRAPHY","Nicholas and Alexandra","no"
1971,"CINEMATOGRAPHY","Summer of '42","no"
1971,"COSTUME DESIGN","Bedknobs and Broomsticks","no"
1971,"COSTUME DESIGN","Death in Venice","no"
1971,"COSTUME DESIGN","Mary; Queen of Scots","no"
1971,"COSTUME DESIGN","Nicholas and Alexandra","yes"
1971,"COSTUME DESIGN","What's the Matter with Helen?","no"
1971,"DIRECTING","A Clockwork Orange","no"
1971,"DIRECTING","Fiddler on the Roof","no"
1971,"DIRECTING","The French Connection","yes"
1971,"DIRECTING","The Last Picture Show","no"
1971,"DIRECTING","Sunday Bloody Sunday","no"
1971,"FILM EDITING","The Andromeda Strain","no"
1971,"FILM EDITING","A Clockwork Orange","no"
1971,"FILM EDITING","The French Connection","yes"
1971,"FILM EDITING","Kotch","no"
1971,"FILM EDITING","Summer of '42","no"
1971,"BEST PICTURE","A Clockwork Orange","no"
1971,"BEST PICTURE","Fiddler on the Roof","no"
1971,"BEST PICTURE","The French Connection","yes"
1971,"BEST PICTURE","The Last Picture Show","no"
1971,"BEST PICTURE","Nicholas and Alexandra","no"
1972,"ACTOR IN A LEADING ROLE","The Godfather","yes"
1972,"ACTOR IN A LEADING ROLE",NA,"no"
1972,"ACTOR IN A LEADING ROLE","Sleuth","no"
1972,"ACTOR IN A LEADING ROLE","Sleuth","no"
1972,"ACTOR IN A LEADING ROLE","The Ruling Class","no"
1972,"ACTOR IN A LEADING ROLE","Sounder","no"
1972,"ACTOR IN A SUPPORTING ROLE","The Heartbreak Kid","no"
1972,"ACTOR IN A SUPPORTING ROLE","The Godfather","no"
1972,"ACTOR IN A SUPPORTING ROLE","The Godfather","no"
1972,"ACTOR IN A SUPPORTING ROLE","Cabaret","yes"
1972,"ACTOR IN A SUPPORTING ROLE","The Godfather","no"
1972,"ACTRESS IN A LEADING ROLE","Cabaret","yes"
1972,"ACTRESS IN A LEADING ROLE","Lady Sings the Blues","no"
1972,"ACTRESS IN A LEADING ROLE","Travels with My Aunt","no"
1972,"ACTRESS IN A LEADING ROLE","Sounder","no"
1972,"ACTRESS IN A LEADING ROLE","The Emigrants","no"
1972,"ACTRESS IN A SUPPORTING ROLE","The Heartbreak Kid","no"
1972,"ACTRESS IN A SUPPORTING ROLE","Butterflies Are Free","yes"
1972,"ACTRESS IN A SUPPORTING ROLE","Pete 'n' Tillie","no"
1972,"ACTRESS IN A SUPPORTING ROLE","Fat City","no"
1972,"ACTRESS IN A SUPPORTING ROLE","The Poseidon Adventure","no"
1972,"CINEMATOGRAPHY","Butterflies Are Free","no"
1972,"CINEMATOGRAPHY","Cabaret","yes"
1972,"CINEMATOGRAPHY","The Poseidon Adventure","no"
1972,"CINEMATOGRAPHY","1776","no"
1972,"CINEMATOGRAPHY","Travels with My Aunt","no"
1972,"COSTUME DESIGN","The Godfather","no"
1972,"COSTUME DESIGN","Lady Sings the Blues","no"
1972,"COSTUME DESIGN","The Poseidon Adventure","no"
1972,"COSTUME DESIGN","Travels with My Aunt","yes"
